date,time,injury,age,PED_ROLE,sex
10/21/2020,19:30,INJURED,47,Pedestrian,M
10/17/2020,21:54,INJURED,41,Pedestrian,F
10/21/2020,7:27,INJURED,44,Pedestrian,M
10/21/2020,6:02,INJURED,46,Pedestrian,F
10/21/2020,17:40,INJURED,52,Pedestrian,F
10/18/2020,16:30,INJURED,41,Pedestrian,F
10/21/2020,23:10,INJURED,39,Pedestrian,F
10/21/2020,18:21,INJURED,10,Pedestrian,F
10/22/2020,15:25,INJURED,52,Pedestrian,M
10/21/2020,9:20,INJURED,88,Pedestrian,M
10/21/2020,17:10,INJURED,2,Pedestrian,M
10/22/2020,20:45,INJURED,,Pedestrian,M
10/15/2020,14:15,INJURED,26,Pedestrian,M
10/21/2020,17:40,INJURED,2,Pedestrian,M
10/21/2020,16:10,INJURED,35,Pedestrian,F
10/20/2020,9:30,INJURED,64,Pedestrian,F
10/21/2020,15:20,INJURED,38,Pedestrian,F
10/22/2020,23:52,INJURED,30,Pedestrian,M
10/22/2020,17:00,NONE,34,Pedestrian,M
10/21/2020,17:20,INJURED,69,Pedestrian,F
10/21/2020,16:50,INJURED,61,Pedestrian,F
10/18/2020,10:40,INJURED,60,Pedestrian,F
10/18/2020,21:44,INJURED,,Pedestrian,M
10/15/2020,12:00,INJURED,50,Pedestrian,F
10/22/2020,11:00,INJURED,56,Pedestrian,F
10/23/2020,16:50,INJURED,21,Pedestrian,M
10/21/2020,6:25,INJURED,61,Pedestrian,M
10/18/2020,16:35,INJURED,79,Pedestrian,F
10/23/2020,12:00,INJURED,20,Pedestrian,M
10/23/2020,14:00,INJURED,44,Pedestrian,M
10/23/2020,21:25,INJURED,45,Pedestrian,M
10/23/2020,18:47,INJURED,27,Pedestrian,M
10/22/2020,20:45,INJURED,32,Pedestrian,F
10/21/2020,15:30,INJURED,39,Pedestrian,M
10/22/2020,21:30,INJURED,23,Pedestrian,M
10/16/2020,1:30,NONE,60,Pedestrian,M
10/12/2020,18:45,INJURED,52,Pedestrian,M
10/19/2020,14:38,INJURED,60,Pedestrian,M
10/23/2020,8:40,INJURED,68,Pedestrian,F
10/22/2020,14:56,INJURED,70,Pedestrian,M
10/21/2020,11:10,INJURED,70,Pedestrian,M
10/22/2020,21:05,INJURED,24,Pedestrian,F
10/21/2020,5:53,INJURED,37,Pedestrian,M
10/19/2020,13:41,INJURED,20,Pedestrian,F
10/21/2020,9:03,NONE,34,Pedestrian,F
10/22/2020,3:44,INJURED,25,Pedestrian,F
10/23/2020,16:00,INJURED,9,Pedestrian,F
10/22/2020,6:20,INJURED,25,Pedestrian,F
10/23/2020,19:30,INJURED,31,Pedestrian,M
10/22/2020,13:00,INJURED,63,Pedestrian,M
10/20/2020,10:55,INJURED,67,Pedestrian,F
10/20/2020,17:00,INJURED,66,Pedestrian,M
10/20/2020,12:30,INJURED,87,Pedestrian,F
10/20/2020,13:30,INJURED,31,Pedestrian,F
10/20/2020,19:40,INJURED,29,Pedestrian,M
10/20/2020,6:50,INJURED,60,Pedestrian,F
10/20/2020,9:00,INJURED,19,Pedestrian,F
10/20/2020,17:55,INJURED,26,Pedestrian,F
10/20/2020,18:19,INJURED,10,Pedestrian,M
10/20/2020,8:56,INJURED,64,Pedestrian,F
10/20/2020,15:20,INJURED,19,Pedestrian,F
10/20/2020,19:35,NONE,55,Pedestrian,F
10/20/2020,11:20,INJURED,64,Pedestrian,F
10/15/2020,17:10,NONE,48,Pedestrian,F
10/20/2020,6:40,INJURED,55,Pedestrian,F
10/20/2020,20:30,INJURED,50,Pedestrian,M
10/20/2020,9:20,NONE,2,Pedestrian,M
10/20/2020,11:03,INJURED,50,Pedestrian,F
10/18/2020,21:30,INJURED,35,Pedestrian,M
10/20/2020,8:46,INJURED,37,Pedestrian,F
10/20/2020,21:00,INJURED,36,Pedestrian,F
06/04/2020,3:55,KILLED,54,Pedestrian,M
10/19/2020,10:55,INJURED,68,Pedestrian,F
10/19/2020,8:30,NONE,57,Pedestrian,F
10/19/2020,11:55,NONE,42,Pedestrian,M
10/19/2020,16:28,INJURED,19,Pedestrian,M
10/08/2020,9:29,INJURED,57,Pedestrian,M
10/19/2020,16:20,INJURED,8,Pedestrian,M
10/19/2020,17:37,NONE,38,Pedestrian,F
10/19/2020,21:10,INJURED,34,Pedestrian,F
11/13/2020,23:06,INJURED,30,Pedestrian,F
11/18/2020,17:40,INJURED,47,Pedestrian,M
11/20/2020,13:30,INJURED,65,Pedestrian,F
11/17/2020,15:55,INJURED,16,Pedestrian,F
11/20/2020,9:00,INJURED,70,Pedestrian,F
11/12/2020,19:16,NONE,50,Pedestrian,M
11/13/2020,7:05,NONE,42,Pedestrian,F
11/18/2020,11:00,INJURED,43,Pedestrian,F
11/20/2020,0:00,INJURED,48,Pedestrian,F
11/19/2020,18:50,INJURED,59,Pedestrian,M
11/19/2020,11:45,INJURED,47,Pedestrian,M
11/19/2020,23:00,INJURED,21,Pedestrian,F
11/20/2020,19:30,INJURED,55,Pedestrian,M
11/19/2020,15:10,INJURED,68,Pedestrian,M
11/18/2020,14:45,INJURED,37,Pedestrian,F
11/18/2020,20:07,INJURED,46,Pedestrian,M
11/13/2020,9:20,INJURED,76,Pedestrian,F
11/19/2020,9:50,INJURED,84,Pedestrian,M
11/19/2020,8:42,INJURED,74,Pedestrian,M
11/20/2020,12:22,INJURED,65,Pedestrian,F
11/20/2020,21:40,INJURED,72,Pedestrian,F
11/20/2020,20:00,INJURED,23,Pedestrian,M
11/20/2020,20:00,INJURED,23,Pedestrian,M
11/20/2020,12:32,INJURED,40,Pedestrian,F
11/20/2020,12:15,INJURED,84,Pedestrian,F
11/16/2020,17:40,INJURED,10,Pedestrian,F
11/13/2020,23:06,INJURED,50,Pedestrian,M
11/19/2020,23:54,NONE,,Pedestrian,F
11/12/2020,14:18,NONE,44,Pedestrian,F
11/20/2020,13:43,NONE,32,Pedestrian,M
11/20/2020,7:50,INJURED,62,Pedestrian,F
11/18/2020,9:55,INJURED,50,Pedestrian,F
11/20/2020,8:30,INJURED,54,Pedestrian,M
11/15/2020,9:25,INJURED,70,Pedestrian,F
11/18/2020,18:12,INJURED,,Pedestrian,M
11/09/2020,2:21,INJURED,21,Pedestrian,M
11/20/2020,13:43,NONE,1,Pedestrian,F
11/20/2020,18:45,INJURED,46,Pedestrian,F
11/18/2020,14:27,INJURED,27,Pedestrian,F
11/18/2020,12:10,INJURED,9,Pedestrian,F
11/20/2020,15:30,INJURED,64,Pedestrian,F
11/18/2020,9:37,INJURED,94,Pedestrian,F
10/16/2020,4:42,KILLED,72,Pedestrian,M
10/25/2020,6:30,INJURED,42,Pedestrian,M
11/20/2020,17:29,INJURED,33,Pedestrian,F
11/09/2020,2:21,INJURED,22,Pedestrian,M
11/16/2020,17:40,INJURED,38,Pedestrian,F
11/18/2020,8:40,INJURED,48,Pedestrian,F
11/16/2020,12:05,INJURED,42,Pedestrian,M
11/18/2020,15:10,INJURED,42,Pedestrian,F
11/06/2020,19:35,INJURED,67,Pedestrian,M
11/13/2020,13:00,NONE,25,Pedestrian,F
11/04/2020,11:53,INJURED,83,Pedestrian,F
11/05/2020,4:15,INJURED,59,Pedestrian,M
10/27/2020,20:05,NONE,26,Pedestrian,F
11/04/2020,13:50,NONE,39,Pedestrian,F
11/05/2020,19:40,INJURED,74,Pedestrian,M
11/06/2020,9:01,INJURED,34,Pedestrian,M
11/04/2020,7:55,INJURED,31,Pedestrian,F
11/05/2020,9:05,INJURED,60,Pedestrian,M
10/29/2020,18:41,INJURED,24,Pedestrian,M
11/04/2020,15:30,INJURED,18,Pedestrian,F
11/04/2020,11:27,INJURED,37,Pedestrian,F
11/05/2020,17:00,NONE,2,Pedestrian,M
11/06/2020,6:03,INJURED,61,Pedestrian,M
11/02/2020,17:55,INJURED,62,Pedestrian,F
11/06/2020,21:13,INJURED,52,Pedestrian,M
11/06/2020,20:00,INJURED,63,Pedestrian,F
11/06/2020,14:49,INJURED,5,Pedestrian,M
10/28/2020,7:40,INJURED,48,Pedestrian,F
11/04/2020,14:35,NONE,30,Pedestrian,M
11/06/2020,18:41,INJURED,54,Pedestrian,M
10/19/2020,22:20,INJURED,78,Pedestrian,M
11/05/2020,18:27,INJURED,61,Pedestrian,F
10/29/2020,23:20,INJURED,37,Pedestrian,M
11/05/2020,8:40,INJURED,46,Pedestrian,M
11/05/2020,18:10,INJURED,24,Pedestrian,F
11/04/2020,18:50,INJURED,29,Pedestrian,M
11/04/2020,16:08,INJURED,42,Pedestrian,F
10/29/2020,18:14,KILLED,78,Pedestrian,M
11/03/2020,15:44,NONE,76,Pedestrian,M
11/02/2020,20:15,INJURED,28,Pedestrian,M
11/05/2020,17:20,INJURED,60,Pedestrian,M
10/23/2020,20:30,INJURED,29,Pedestrian,F
11/06/2020,11:22,INJURED,30,Pedestrian,M
11/04/2020,19:00,INJURED,19,Pedestrian,F
11/04/2020,0:35,INJURED,25,Pedestrian,M
11/05/2020,17:00,NONE,,Pedestrian,M
11/05/2020,15:30,INJURED,28,Pedestrian,M
11/05/2020,21:11,INJURED,65,Pedestrian,F
11/01/2020,17:00,INJURED,31,Pedestrian,F
10/20/2020,15:30,INJURED,11,Pedestrian,M
11/02/2020,15:23,INJURED,59,Pedestrian,F
11/03/2020,17:44,KILLED,72,Pedestrian,M
11/03/2020,12:25,INJURED,73,Pedestrian,F
11/03/2020,13:30,INJURED,35,Pedestrian,M
11/03/2020,8:10,INJURED,67,Pedestrian,M
10/24/2020,14:00,INJURED,64,Pedestrian,F
11/03/2020,15:29,INJURED,10,Pedestrian,M
11/03/2020,15:15,INJURED,68,Pedestrian,M
11/03/2020,18:30,INJURED,39,Pedestrian,F
11/03/2020,18:40,INJURED,32,Pedestrian,F
11/03/2020,4:10,INJURED,60,Pedestrian,M
10/29/2020,16:50,INJURED,62,Pedestrian,M
11/03/2020,14:18,INJURED,37,Pedestrian,M
11/03/2020,17:15,INJURED,79,Pedestrian,M
11/03/2020,9:45,INJURED,14,Pedestrian,F
10/28/2020,10:25,INJURED,57,Pedestrian,M
10/06/2020,17:10,INJURED,36,Pedestrian,M
11/03/2020,17:45,INJURED,64,Pedestrian,F
11/03/2020,14:45,INJURED,51,Pedestrian,F
11/03/2020,9:40,NONE,61,Pedestrian,F
11/02/2020,12:30,INJURED,51,Pedestrian,M
10/30/2020,7:47,INJURED,50,Pedestrian,F
11/02/2020,13:43,INJURED,39,Pedestrian,M
11/02/2020,16:10,INJURED,8,Pedestrian,M
11/02/2020,10:23,INJURED,64,Pedestrian,F
11/02/2020,11:25,INJURED,65,Pedestrian,M
11/02/2020,20:02,INJURED,46,Pedestrian,F
11/02/2020,12:40,INJURED,38,Pedestrian,M
11/02/2020,14:54,NONE,59,Pedestrian,M
10/26/2020,19:36,NONE,45,Pedestrian,F
10/28/2020,12:00,INJURED,38,Pedestrian,F
11/02/2020,14:45,INJURED,28,Pedestrian,M
10/30/2020,8:00,INJURED,60,Pedestrian,M
11/02/2020,19:00,INJURED,35,Pedestrian,F
11/02/2020,20:15,INJURED,47,Pedestrian,M
11/02/2020,9:10,INJURED,38,Pedestrian,F
11/01/2020,2:10,INJURED,50,Pedestrian,M
11/02/2020,14:30,INJURED,26,Pedestrian,M
10/28/2020,22:50,INJURED,74,Pedestrian,M
11/02/2020,6:00,INJURED,51,Pedestrian,M
10/05/2020,15:29,KILLED,20,Pedestrian,F
11/01/2020,5:22,INJURED,43,Pedestrian,M
10/04/2020,13:30,INJURED,61,Pedestrian,F
11/02/2020,19:15,INJURED,20,Pedestrian,M
10/29/2020,9:00,NONE,29,Pedestrian,M
05/18/2020,5:18,KILLED,49,Pedestrian,M
11/01/2020,12:35,INJURED,44,Pedestrian,M
10/25/2020,17:56,INJURED,53,Pedestrian,M
10/29/2020,19:40,INJURED,26,Pedestrian,M
11/01/2020,14:03,INJURED,46,Pedestrian,F
10/26/2020,15:22,NONE,37,Pedestrian,M
10/31/2020,7:30,INJURED,38,Pedestrian,F
09/24/2020,11:07,INJURED,33,Pedestrian,M
11/01/2020,9:49,INJURED,57,Pedestrian,F
10/29/2020,8:50,INJURED,59,Pedestrian,M
11/01/2020,17:48,INJURED,23,Pedestrian,F
11/01/2020,23:15,INJURED,22,Pedestrian,F
10/17/2020,17:44,KILLED,59,Pedestrian,F
11/01/2020,16:00,INJURED,44,Pedestrian,F
11/01/2020,17:15,INJURED,48,Pedestrian,F
11/01/2020,13:00,INJURED,31,Pedestrian,M
11/01/2020,18:40,INJURED,66,Pedestrian,M
10/29/2020,21:31,INJURED,32,Pedestrian,M
10/31/2020,11:35,INJURED,28,Pedestrian,M
10/31/2020,11:45,NONE,33,Pedestrian,M
10/31/2020,0:15,INJURED,27,Pedestrian,F
10/31/2020,0:00,INJURED,59,Pedestrian,M
10/11/2020,17:58,INJURED,22,Pedestrian,F
10/31/2020,15:04,INJURED,37,Pedestrian,F
10/28/2020,13:20,INJURED,29,Pedestrian,F
10/31/2020,8:32,INJURED,49,Pedestrian,F
10/30/2020,12:46,INJURED,81,Pedestrian,F
10/31/2020,10:30,INJURED,63,Pedestrian,M
10/31/2020,19:25,INJURED,29,Pedestrian,M
10/30/2020,17:05,INJURED,20,Pedestrian,F
10/23/2020,0:00,INJURED,,Pedestrian,M
10/31/2020,14:30,INJURED,80,Pedestrian,M
10/29/2020,19:00,INJURED,51,Pedestrian,F
10/31/2020,6:15,INJURED,61,Pedestrian,M
10/30/2020,18:25,INJURED,55,Pedestrian,M
10/31/2020,7:55,INJURED,34,Pedestrian,F
10/30/2020,18:00,INJURED,25,Pedestrian,M
10/31/2020,3:17,INJURED,45,Pedestrian,M
10/31/2020,17:40,NONE,9,Pedestrian,F
10/31/2020,16:20,INJURED,50,Pedestrian,M
10/31/2020,18:48,INJURED,29,Pedestrian,M
10/31/2020,10:45,INJURED,73,Pedestrian,M
10/16/2020,19:36,NONE,49,Pedestrian,M
10/19/2020,12:40,INJURED,23,Pedestrian,F
10/19/2020,7:29,INJURED,79,Pedestrian,F
10/19/2020,10:30,INJURED,85,Pedestrian,F
10/19/2020,21:20,NONE,64,Pedestrian,M
10/16/2020,13:06,INJURED,35,Pedestrian,M
10/19/2020,15:06,INJURED,7,Pedestrian,M
10/12/2020,16:44,INJURED,50,Pedestrian,F
08/21/2020,17:50,INJURED,14,Pedestrian,M
10/18/2020,1:08,INJURED,31,Pedestrian,M
10/18/2020,3:08,KILLED,47,Pedestrian,M
10/18/2020,16:15,NONE,39,Pedestrian,F
10/18/2020,16:35,INJURED,50,Pedestrian,F
12/09/2019,17:55,INJURED,54,Pedestrian,M
10/17/2020,15:30,INJURED,25,Pedestrian,M
10/14/2020,6:11,INJURED,63,Pedestrian,M
10/16/2020,19:10,INJURED,48,Pedestrian,M
10/14/2020,20:30,INJURED,19,Pedestrian,F
10/14/2020,19:30,INJURED,12,Pedestrian,M
10/16/2020,8:54,INJURED,56,Pedestrian,M
10/14/2020,9:00,INJURED,7,Pedestrian,F
10/16/2020,22:37,INJURED,3,Pedestrian,F
10/16/2020,18:00,INJURED,32,Pedestrian,M
10/14/2020,11:30,INJURED,7,Pedestrian,M
10/14/2020,8:56,INJURED,47,Pedestrian,F
10/13/2020,16:05,INJURED,42,Pedestrian,M
10/13/2020,10:55,INJURED,51,Pedestrian,M
10/13/2020,14:35,INJURED,45,Pedestrian,M
10/13/2020,15:38,INJURED,55,Pedestrian,M
10/13/2020,10:03,INJURED,68,Pedestrian,F
10/13/2020,6:20,INJURED,44,Pedestrian,M
10/12/2020,18:35,INJURED,69,Pedestrian,F
10/13/2020,12:45,NONE,62,Pedestrian,F
10/13/2020,8:30,INJURED,68,Pedestrian,F
10/13/2020,6:55,INJURED,63,Pedestrian,M
10/13/2020,19:18,INJURED,30,Pedestrian,F
10/13/2020,7:00,INJURED,75,Pedestrian,M
10/11/2020,13:00,INJURED,26,Pedestrian,M
10/13/2020,15:15,INJURED,78,Pedestrian,M
10/13/2020,18:43,INJURED,86,Pedestrian,F
10/13/2020,5:04,INJURED,33,Pedestrian,M
10/13/2020,10:59,INJURED,34,Pedestrian,M
10/13/2020,20:00,INJURED,57,Pedestrian,F
10/07/2020,9:35,INJURED,,Pedestrian,F
10/13/2020,9:12,INJURED,,Pedestrian,F
10/13/2020,15:05,INJURED,40,Pedestrian,M
10/12/2020,23:50,INJURED,45,Pedestrian,M
10/13/2020,12:45,INJURED,66,Pedestrian,M
10/13/2020,14:02,INJURED,44,Pedestrian,F
10/13/2020,11:06,INJURED,38,Pedestrian,M
10/13/2020,9:15,INJURED,53,Pedestrian,F
10/13/2020,16:05,INJURED,62,Pedestrian,M
10/12/2020,18:41,INJURED,70,Pedestrian,M
10/12/2020,18:10,INJURED,9,Pedestrian,M
10/12/2020,20:51,INJURED,27,Pedestrian,M
10/12/2020,21:01,INJURED,21,Pedestrian,M
10/12/2020,21:15,INJURED,32,Pedestrian,F
10/12/2020,12:30,INJURED,68,Pedestrian,M
10/12/2020,21:25,INJURED,22,Pedestrian,F
10/12/2020,0:40,INJURED,27,Pedestrian,M
10/12/2020,19:30,INJURED,54,Pedestrian,M
10/12/2020,20:23,INJURED,54,Pedestrian,F
10/12/2020,13:52,INJURED,0,Pedestrian,M
10/12/2020,15:00,INJURED,68,Pedestrian,F
10/12/2020,19:15,INJURED,55,Pedestrian,F
10/08/2020,7:57,KILLED,66,Pedestrian,M
10/08/2020,8:30,INJURED,11,Pedestrian,M
10/12/2020,20:51,INJURED,32,Pedestrian,F
10/12/2020,4:20,INJURED,,Pedestrian,M
10/05/2020,20:20,INJURED,66,Pedestrian,M
10/12/2020,18:10,INJURED,6,Pedestrian,F
10/12/2020,18:09,INJURED,27,Pedestrian,M
10/12/2020,6:43,INJURED,37,Pedestrian,M
10/12/2020,19:02,INJURED,46,Pedestrian,F
10/12/2020,16:35,INJURED,70,Pedestrian,M
09/23/2020,19:03,KILLED,81,Pedestrian,M
10/12/2020,11:11,INJURED,52,Pedestrian,F
10/08/2020,8:30,INJURED,42,Pedestrian,M
10/12/2020,10:00,INJURED,82,Pedestrian,F
09/20/2020,17:15,INJURED,,Pedestrian,M
10/12/2020,18:35,INJURED,28,Pedestrian,F
10/12/2020,18:57,INJURED,31,Pedestrian,M
10/11/2020,17:00,INJURED,78,Pedestrian,M
09/29/2020,15:50,INJURED,41,Pedestrian,M
10/08/2020,7:50,NONE,49,Pedestrian,M
10/11/2020,1:33,INJURED,51,Pedestrian,M
10/11/2020,1:27,INJURED,18,Pedestrian,M
10/05/2020,10:01,INJURED,63,Pedestrian,M
10/11/2020,19:19,INJURED,61,Pedestrian,F
10/07/2020,9:20,INJURED,37,Pedestrian,F
10/06/2020,18:08,INJURED,30,Pedestrian,F
10/09/2020,0:00,INJURED,29,Pedestrian,F
10/09/2020,21:30,INJURED,26,Pedestrian,M
10/09/2020,12:39,INJURED,37,Pedestrian,F
10/11/2020,22:00,INJURED,55,Pedestrian,M
10/11/2020,11:40,INJURED,16,Pedestrian,M
10/11/2020,6:54,INJURED,53,Pedestrian,M
10/11/2020,19:50,INJURED,58,Pedestrian,F
08/14/2020,13:30,INJURED,50,Pedestrian,F
10/07/2020,15:00,INJURED,55,Pedestrian,M
10/11/2020,11:15,NONE,63,Pedestrian,F
10/11/2020,11:50,INJURED,69,Pedestrian,F
10/11/2020,17:40,INJURED,57,Pedestrian,M
10/10/2020,0:00,INJURED,64,Pedestrian,F
10/10/2020,16:03,INJURED,45,Pedestrian,M
10/09/2020,16:35,INJURED,76,Pedestrian,F
10/10/2020,3:37,INJURED,38,Pedestrian,M
10/10/2020,8:48,INJURED,43,Pedestrian,F
10/10/2020,21:53,INJURED,30,Pedestrian,F
10/09/2020,19:21,INJURED,71,Pedestrian,F
10/10/2020,17:55,INJURED,57,Pedestrian,M
10/03/2020,22:15,INJURED,55,Pedestrian,M
10/10/2020,21:15,INJURED,20,Pedestrian,M
10/10/2020,23:36,KILLED,48,Pedestrian,M
10/10/2020,18:50,INJURED,20,Pedestrian,M
10/06/2020,20:00,NONE,22,Pedestrian,F
10/10/2020,17:55,INJURED,58,Pedestrian,F
10/10/2020,14:42,INJURED,72,Pedestrian,M
10/10/2020,12:20,INJURED,53,Pedestrian,M
10/06/2020,22:34,INJURED,83,Pedestrian,M
10/07/2020,21:25,INJURED,15,Pedestrian,M
10/08/2020,7:38,INJURED,25,Pedestrian,F
10/08/2020,16:22,INJURED,68,Pedestrian,F
10/08/2020,16:50,INJURED,,Pedestrian,F
06/17/2020,14:44,INJURED,46,Pedestrian,F
10/08/2020,17:50,INJURED,67,Pedestrian,F
10/09/2020,18:26,INJURED,57,Pedestrian,F
10/09/2020,16:30,INJURED,25,Pedestrian,F
10/08/2020,20:11,INJURED,32,Pedestrian,F
10/09/2020,10:12,INJURED,50,Pedestrian,F
10/07/2020,5:50,NONE,,Pedestrian,M
10/07/2020,17:51,INJURED,22,Pedestrian,F
10/02/2020,14:56,NONE,40,Pedestrian,M
10/07/2020,0:35,INJURED,19,Pedestrian,M
10/09/2020,9:10,INJURED,52,Pedestrian,F
10/07/2020,17:37,INJURED,36,Pedestrian,M
10/08/2020,15:40,INJURED,52,Pedestrian,M
10/08/2020,14:40,INJURED,59,Pedestrian,M
10/08/2020,6:40,INJURED,35,Pedestrian,M
10/08/2020,8:46,INJURED,60,Pedestrian,F
10/08/2020,10:45,INJURED,59,Pedestrian,F
06/17/2020,14:44,INJURED,7,Pedestrian,M
10/09/2020,11:00,INJURED,39,Pedestrian,M
11/07/2020,8:44,NONE,46,Pedestrian,M
11/05/2020,8:30,INJURED,38,Pedestrian,M
11/05/2020,17:57,KILLED,28,Pedestrian,M
11/07/2020,2:30,INJURED,54,Pedestrian,M
11/07/2020,12:55,INJURED,5,Pedestrian,F
11/07/2020,19:32,INJURED,49,Pedestrian,M
11/06/2020,15:45,INJURED,65,Pedestrian,F
11/07/2020,16:51,INJURED,52,Pedestrian,F
10/29/2020,18:00,INJURED,49,Pedestrian,F
11/06/2020,11:00,INJURED,53,Pedestrian,M
11/07/2020,15:55,INJURED,85,Pedestrian,M
11/07/2020,17:45,INJURED,26,Pedestrian,M
11/06/2020,18:50,INJURED,15,Pedestrian,F
10/29/2020,11:49,INJURED,44,Pedestrian,F
11/07/2020,14:57,INJURED,30,Pedestrian,F
11/07/2020,20:50,INJURED,39,Pedestrian,M
10/30/2020,9:45,INJURED,60,Pedestrian,F
11/07/2020,12:15,INJURED,33,Pedestrian,F
11/07/2020,21:07,INJURED,33,Pedestrian,M
11/07/2020,13:15,INJURED,70,Pedestrian,M
11/07/2020,15:45,NONE,3,Pedestrian,M
11/02/2020,14:47,INJURED,51,Pedestrian,F
11/05/2020,10:40,INJURED,43,Pedestrian,F
11/05/2020,15:50,INJURED,60,Pedestrian,F
11/06/2020,7:40,INJURED,20,Pedestrian,F
11/04/2020,10:49,INJURED,51,Pedestrian,F
11/06/2020,10:00,NONE,53,Pedestrian,F
10/28/2020,7:06,INJURED,48,Pedestrian,F
11/05/2020,0:00,INJURED,75,Pedestrian,M
11/02/2020,10:20,INJURED,58,Pedestrian,F
11/04/2020,15:00,INJURED,32,Pedestrian,F
11/03/2020,18:28,INJURED,42,Pedestrian,F
11/06/2020,14:30,INJURED,35,Pedestrian,F
11/04/2020,17:24,INJURED,61,Pedestrian,M
11/04/2020,12:10,INJURED,86,Pedestrian,M
11/05/2020,19:47,INJURED,68,Pedestrian,M
11/05/2020,8:32,INJURED,19,Pedestrian,F
11/05/2020,13:55,NONE,40,Pedestrian,F
11/04/2020,8:05,INJURED,52,Pedestrian,F
11/04/2020,16:10,INJURED,60,Pedestrian,F
11/04/2020,10:50,INJURED,33,Pedestrian,F
11/04/2020,19:45,INJURED,58,Pedestrian,M
11/06/2020,21:15,INJURED,30,Pedestrian,M
11/06/2020,11:55,INJURED,31,Pedestrian,F
11/04/2020,11:35,INJURED,68,Pedestrian,F
11/06/2020,14:25,NONE,17,Pedestrian,M
11/03/2020,13:40,INJURED,65,Pedestrian,F
11/05/2020,16:00,INJURED,57,Pedestrian,M
11/04/2020,13:37,NONE,17,Pedestrian,F
11/05/2020,13:00,INJURED,54,Pedestrian,F
10/24/2020,16:04,INJURED,27,Pedestrian,F
11/05/2020,19:00,NONE,13,Pedestrian,M
09/23/2020,0:00,INJURED,51,Pedestrian,F
11/05/2020,23:50,INJURED,39,Pedestrian,M
11/03/2020,13:45,INJURED,73,Pedestrian,F
11/04/2020,13:10,NONE,27,Pedestrian,M
11/05/2020,19:20,INJURED,31,Pedestrian,M
11/04/2020,15:16,INJURED,30,Pedestrian,F
11/04/2020,15:15,NONE,73,Pedestrian,F
11/06/2020,0:00,INJURED,46,Pedestrian,M
11/05/2020,14:30,INJURED,29,Pedestrian,M
11/05/2020,17:35,INJURED,31,Pedestrian,M
11/06/2020,13:54,INJURED,24,Pedestrian,F
10/23/2020,4:40,NONE,72,Pedestrian,M
10/25/2020,11:45,INJURED,25,Pedestrian,F
10/18/2020,0:00,INJURED,11,Pedestrian,F
10/26/2020,18:34,INJURED,26,Pedestrian,F
10/26/2020,22:55,INJURED,18,Pedestrian,M
10/26/2020,21:40,INJURED,54,Pedestrian,M
10/26/2020,13:40,INJURED,25,Pedestrian,F
10/16/2020,10:35,INJURED,51,Pedestrian,F
10/26/2020,15:00,INJURED,41,Pedestrian,F
10/26/2020,18:05,INJURED,24,Pedestrian,F
10/26/2020,18:15,INJURED,58,Pedestrian,M
10/26/2020,10:48,INJURED,24,Pedestrian,F
10/24/2020,4:05,INJURED,22,Pedestrian,F
10/26/2020,9:30,INJURED,58,Pedestrian,F
10/26/2020,16:05,INJURED,67,Pedestrian,F
10/26/2020,6:25,INJURED,41,Pedestrian,F
10/26/2020,5:16,INJURED,25,Pedestrian,M
10/21/2020,19:50,INJURED,69,Pedestrian,M
10/26/2020,16:45,INJURED,32,Pedestrian,M
10/26/2020,19:07,NONE,54,Pedestrian,M
10/26/2020,7:40,INJURED,11,Pedestrian,M
10/09/2020,0:00,INJURED,55,Pedestrian,F
10/09/2020,14:55,INJURED,33,Pedestrian,M
10/08/2020,21:44,INJURED,54,Pedestrian,F
07/07/2020,9:10,KILLED,64,Pedestrian,M
10/08/2020,16:34,INJURED,20,Pedestrian,F
10/01/2020,19:27,INJURED,50,Pedestrian,M
10/07/2020,9:12,INJURED,64,Pedestrian,F
10/09/2020,22:00,INJURED,20,Pedestrian,M
10/07/2020,19:15,INJURED,30,Pedestrian,F
10/07/2020,18:25,INJURED,6,Pedestrian,F
10/08/2020,10:45,INJURED,93,Pedestrian,F
10/08/2020,15:40,INJURED,60,Pedestrian,F
10/07/2020,12:35,INJURED,45,Pedestrian,M
10/09/2020,1:30,NONE,40,Pedestrian,M
10/09/2020,14:06,INJURED,26,Pedestrian,F
10/08/2020,16:30,INJURED,37,Pedestrian,M
10/08/2020,21:14,KILLED,27,Pedestrian,M
10/05/2020,23:08,INJURED,24,Pedestrian,F
10/05/2020,10:50,INJURED,72,Pedestrian,F
10/05/2020,14:00,INJURED,57,Pedestrian,M
10/04/2020,14:00,NONE,42,Pedestrian,M
10/05/2020,2:35,INJURED,,Pedestrian,F
10/05/2020,6:00,INJURED,54,Pedestrian,M
10/05/2020,11:40,INJURED,39,Pedestrian,F
10/05/2020,11:30,INJURED,67,Pedestrian,M
10/05/2020,15:40,NONE,,Pedestrian,M
09/22/2020,7:41,INJURED,45,Pedestrian,F
10/05/2020,15:55,INJURED,37,Pedestrian,F
10/05/2020,14:40,INJURED,49,Pedestrian,M
09/26/2020,18:30,INJURED,7,Pedestrian,M
10/05/2020,17:17,INJURED,28,Pedestrian,F
10/05/2020,9:05,INJURED,71,Pedestrian,M
10/03/2020,16:13,INJURED,9,Pedestrian,M
10/05/2020,9:15,INJURED,55,Pedestrian,F
